TBLID,GEOID,GEONAME,PROFLN,TITLE,ESTIMATE_1,MG_ERROR_1,ESTIMATE_2,MG_ERROR_2,ESTIMATE_3,MG_ERROR_3,ESTIMATE_4,MG_ERROR_4,ESTIMATE_5,MG_ERROR_5,ESTIMATE_6,MG_ERROR_6,ESTIMATE_7,MG_ERROR_7,ESTIMATE_8,MG_ERROR_8,OCC_CODE,OCC_DESCRIPTION
EEOALL10W,C2100US,United States - Place of Work,6,Percent,25.3,+/-0.2,7.1,+/-0.1,12.8,+/-0.1,3.5,+/-0.1,0.2,+/-0.1,0.9,+/-0.1,0.1,+/-0.1,0.8,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,7,Number,"250,475","+/-4,593","114,880","+/-2,960","76,820","+/-2,051","35,170","+/-1,537","1,425",+/-242,"17,690","+/-1,043",785,+/-211,"3,705",+/-407,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,8,Percent,7.6,+/-0.1,3.5,+/-0.1,2.3,+/-0.1,1.1,+/-0.1,0,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.1,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,9,Number,"124,725","+/-3,164","59,275","+/-2,296","34,030","+/-1,487","18,045","+/-1,141",710,+/-189,"9,910",+/-833,515,+/-178,"2,240",+/-362,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,10,Percent,3.8,+/-0.1,1.8,+/-0.1,1,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,11,Number,"125,750","+/-2,934","55,605","+/-1,939","42,795","+/-1,405","17,125",+/-948,710,+/-143,"7,785",+/-687,270,+/-124,"1,465",+/-260,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,12,Percent,3.8,+/-0.1,1.7,+/-0.1,1.3,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,13,Number,"236,875","+/-3,824","93,800","+/-2,514","81,545","+/-1,788","35,430","+/-1,384","1,715",+/-274,"20,810","+/-1,050",575,+/-199,"3,000",+/-402,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,14,Percent,7.2,+/-0.1,2.9,+/-0.1,2.5,+/-0.1,1.1,+/-0.1,0.1,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.1,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,15,Number,"104,125","+/-2,563","44,870","+/-1,643","28,925","+/-1,263","16,520",+/-847,555,+/-146,"11,795",+/-797,265,+/-118,"1,190",+/-256,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,16,Percent,3.2,+/-0.1,1.4,+/-0.1,0.9,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.4,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,17,Number,"132,745","+/-2,650","48,930","+/-1,678","52,615","+/-1,459","18,910","+/-1,142","1,160",+/-217,"9,010",+/-693,310,+/-154,"1,815",+/-304,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,18,Percent,4,+/-0.1,1.5,+/-0.1,1.6,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,19,Number,"229,790","+/-3,773","68,715","+/-2,175","96,185","+/-2,117","37,465","+/-1,458","1,515",+/-209,"22,600",+/-922,395,+/-136,"2,915",+/-313,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,20,Percent,7,+/-0.1,2.1,+/-0.1,2.9,+/-0.1,1.1,+/-0.1,0,+/-0.1,0.7,+/-0.1,0,+/-0.1,0.1,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,21,Number,"92,630","+/-2,248","32,415","+/-1,633","29,675","+/-1,249","16,295",+/-937,435,+/-136,"12,380",+/-772,190,+/-99,"1,240",+/-261,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,22,Percent,2.8,+/-0.1,1,+/-0.1,0.9,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.4,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,23,Number,"137,155","+/-2,584","36,295","+/-1,453","66,510","+/-1,672","21,170","+/-1,222","1,080",+/-161,"10,220",+/-675,210,+/-94,"1,675",+/-236,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,24,Percent,4.2,+/-0.1,1.1,+/-0.1,2,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,25,Number,"190,720","+/-3,362","44,455","+/-1,669","89,700","+/-2,121","31,880","+/-1,629","1,480",+/-228,"20,695",+/-827,320,+/-170,"2,190",+/-288,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,26,Percent,5.8,+/-0.1,1.4,+/-0.1,2.7,+/-0.1,1,+/-0.1,0,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.1,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,27,Number,"63,765","+/-2,141","19,045","+/-1,119","21,965","+/-1,075","10,800",+/-948,435,+/-129,"10,540",+/-690,70,+/-57,905,+/-206,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,28,Percent,1.9,+/-0.1,0.6,+/-0.1,0.7,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,29,Number,"126,955","+/-2,392","25,410","+/-1,418","67,735","+/-1,744","21,080","+/-1,195","1,045",+/-174,"10,155",+/-605,250,+/-156,"1,285",+/-218,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,30,Percent,3.9,+/-0.1,0.8,+/-0.1,2.1,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,31,Number,"174,665","+/-2,846","34,555","+/-1,497","87,655","+/-1,405","26,440","+/-1,083","1,165",+/-220,"22,490","+/-1,083",405,+/-120,"1,955",+/-318,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,32,Percent,5.3,+/-0.1,1.1,+/-0.1,2.7,+/-0.1,0.8,+/-0.1,0,+/-0.1,0.7,+/-0.1,0,+/-0.1,0.1,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,33,Number,"56,490","+/-1,659","14,390",+/-944,"21,430",+/-881,"8,100",+/-615,225,+/-110,"11,280",+/-673,320,+/-112,740,+/-189,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,34,Percent,1.7,+/-0.1,0.4,+/-0.1,0.7,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,35,Number,"118,175","+/-2,234","20,165","+/-1,286","66,220","+/-1,247","18,340","+/-1,018",940,+/-181,"11,210",+/-844,85,+/-44,"1,210",+/-244,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,36,Percent,3.6,+/-0.1,0.6,+/-0.1,2,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,37,Number,"35,225","+/-1,080","5,140",+/-646,"22,075",+/-840,"4,610",+/-387,285,+/-100,"2,695",+/-361,80,+/-53,340,+/-115,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,38,Percent,1.1,+/-0.1,0.2,+/-0.1,0.7,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,39,Number,"9,010",+/-628,"2,210",+/-343,"4,380",+/-398,"1,040",+/-204,25,+/-22,"1,220",+/-218,20,+/-29,110,+/-52,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,40,Percent,0.3,+/-0.1,0.1,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,41,Number,"26,215",+/-899,"2,925",+/-468,"17,690",+/-718,"3,570",+/-320,265,+/-92,"1,480",+/-269,55,+/-45,230,+/-108,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0.8,+/-0.1,0.1,+/-0.1,0.5,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4020,Cooks and food preparation workers
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,1,Number,"317,620","+/-5,474","49,345","+/-1,778","229,465","+/-4,618","18,140","+/-1,288","2,050",+/-301,"7,810",+/-658,395,+/-137,"10,410",+/-857,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,2,Percent,73,+/-0.6,11.3,+/-0.4,52.7,+/-0.5,4.2,+/-0.3,0.5,+/-0.1,1.8,+/-0.1,0.1,+/-0.1,2.4,+/-0.2,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,3,Number,"135,170","+/-3,146","26,145","+/-1,376","90,805","+/-2,450","9,050",+/-880,920,+/-215,"4,075",+/-495,195,+/-93,"3,980",+/-465,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,4,Percent,31.1,+/-0.6,6,+/-0.3,20.9,+/-0.5,2.1,+/-0.2,0.2,+/-0.1,0.9,+/-0.1,0,+/-0.1,0.9,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,5,Number,"182,450","+/-4,074","23,200","+/-1,306","138,660","+/-3,593","9,090",+/-815,"1,130",+/-264,"3,740",+/-453,200,+/-106,"6,430",+/-718,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,6,Percent,41.9,+/-0.6,5.3,+/-0.3,31.9,+/-0.6,2.1,+/-0.2,0.3,+/-0.1,0.9,+/-0.1,0,+/-0.1,1.5,+/-0.2,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,7,Number,"35,200","+/-1,771","5,035",+/-564,"26,415","+/-1,612","1,705",+/-314,320,+/-111,940,+/-242,25,+/-29,760,+/-219,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,8,Percent,8.1,+/-0.3,1.2,+/-0.1,6.1,+/-0.3,0.4,+/-0.1,0.1,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.2,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,9,Number,"15,890","+/-1,057","3,155",+/-413,"11,010",+/-953,845,+/-189,170,+/-103,455,+/-166,10,+/-17,245,+/-104,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,10,Percent,3.7,+/-0.2,0.7,+/-0.1,2.5,+/-0.2,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,11,Number,"19,310","+/-1,199","1,880",+/-352,"15,400","+/-1,024",860,+/-264,150,+/-60,485,+/-182,15,+/-26,520,+/-165,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,12,Percent,4.4,+/-0.3,0.4,+/-0.1,3.5,+/-0.2,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,13,Number,"25,545","+/-1,141","3,105",+/-393,"20,195","+/-1,010","1,150",+/-293,160,+/-69,560,+/-168,20,+/-24,365,+/-124,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,14,Percent,5.9,+/-0.3,0.7,+/-0.1,4.6,+/-0.2,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,15,Number,"10,885",+/-661,"2,020",+/-330,"7,610",+/-551,635,+/-215,55,+/-49,380,+/-120,20,+/-24,165,+/-83,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,16,Percent,2.5,+/-0.2,0.5,+/-0.1,1.7,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,17,Number,"14,660","+/-1,013","1,080",+/-248,"12,585",+/-887,510,+/-209,105,+/-50,180,+/-94,0,+/-27,200,+/-100,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,18,Percent,3.4,+/-0.2,0.2,+/-0.1,2.9,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,19,Number,"20,930",+/-903,"1,985",+/-318,"16,755",+/-849,"1,100",+/-277,130,+/-73,730,+/-189,40,+/-42,185,+/-106,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,20,Percent,4.8,+/-0.2,0.5,+/-0.1,3.8,+/-0.2,0.3,+/-0.1,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,21,Number,"8,065",+/-662,"1,285",+/-275,"5,340",+/-515,715,+/-255,60,+/-44,550,+/-161,10,+/-13,115,+/-96,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,22,Percent,1.9,+/-0.2,0.3,+/-0.1,1.2,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,23,Number,"12,865",+/-833,700,+/-196,"11,420",+/-747,385,+/-162,70,+/-56,180,+/-87,35,+/-39,75,+/-42,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,24,Percent,3,+/-0.2,0.2,+/-0.1,2.6,+/-0.2,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,25,Number,"15,915",+/-760,"1,620",+/-323,"13,095",+/-721,620,+/-182,190,+/-86,270,+/-74,4,+/-1,120,+/-60,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,26,Percent,3.7,+/-0.2,0.4,+/-0.1,3,+/-0.2,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,27,Number,"6,025",+/-414,840,+/-214,"4,470",+/-421,425,+/-169,60,+/-51,155,+/-62,0,+/-27,80,+/-54,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,28,Percent,1.4,+/-0.1,0.2,+/-0.1,1,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,29,Number,"9,890",+/-653,780,+/-267,"8,630",+/-599,195,+/-100,130,+/-67,115,+/-56,4,+/-1,40,+/-30,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,30,Percent,2.3,+/-0.1,0.2,+/-0.1,2,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,31,Number,"16,035",+/-855,"1,245",+/-280,"13,380",+/-774,525,+/-167,105,+/-59,605,+/-179,0,+/-27,175,+/-86,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,32,Percent,3.7,+/-0.2,0.3,+/-0.1,3.1,+/-0.2,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,33,Number,"8,555",+/-604,"1,055",+/-266,"6,555",+/-517,400,+/-153,30,+/-29,445,+/-153,0,+/-27,75,+/-48,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,34,Percent,2,+/-0.1,0.2,+/-0.1,1.5,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,35,Number,"7,485",+/-600,190,+/-88,"6,830",+/-571,125,+/-65,75,+/-55,165,+/-84,0,+/-27,105,+/-77,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,36,Percent,1.7,+/-0.1,0,+/-0.1,1.6,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,37,Number,"3,980",+/-452,265,+/-138,"3,440",+/-400,75,+/-39,25,+/-22,150,+/-79,10,+/-13,15,+/-29,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,38,Percent,0.9,+/-0.1,0.1,+/-0.1,0.8,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,39,Number,"2,315",+/-335,235,+/-133,"1,950",+/-273,60,+/-35,0,+/-27,70,+/-61,0,+/-27,0,+/-27,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,40,Percent,0.5,+/-0.1,0.1,+/-0.1,0.4,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,41,Number,"1,660",+/-279,30,+/-35,"1,485",+/-266,15,+/-21,25,+/-22,80,+/-54,10,+/-13,15,+/-29,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0.4,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,4040,Bartenders
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,4110,Waiters and waitresses
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,4110,Waiters and waitresses
EEOALL10W,C2100US,United States - Place of Work,1,Number,"1,727,140","+/-13,255","361,920","+/-5,392","1,047,460","+/-9,824","152,555","+/-3,146","9,625",+/-717,"91,680","+/-2,377","2,620",+/-370,"61,285","+/-2,077",4110,Waiters and waitresses
EEOALL10W,C2100US,United States - Place of Work,2,Percent,80.4,+/-0.2,16.8,+/-0.2,48.8,+/-0.3,7.1,+/-0.1,0.4,+/-0.1,4.3,+/-0.1,0.1,+/-0.1,2.9,+/-0.1,4110,Waiters and waitresses
